query_id,job_id,rank,score
60,21731,8,0.62711626
60,56265,9,0.6257627
60,57009,10,0.6252334
61,18571,1,0.7797965
61,56927,2,0.75428987
61,54487,3,0.7534084
61,55706,4,0.7508546
61,37335,5,0.7505162
61,58142,6,0.74987614
61,55559,7,0.74827623
61,52908,8,0.74816
61,54499,9,0.7469581
61,55784,10,0.7466931
62,11513,1,0.7215345
62,13388,2,0.7211225
62,6658,3,0.71979284
62,7190,4,0.7167452
62,20724,5,0.71511316
62,21460,6,0.71511316
62,16336,7,0.7136029
62,16149,8,0.7130449
62,57462,9,0.71198815
62,5002,10,0.7118305
63,16392,1,0.73159635
63,12986,2,0.71598506
63,6991,3,0.715731
63,25486,4,0.71536237
63,21982,5,0.7110203
63,6643,6,0.710741
63,14981,7,0.7074936
63,5296,8,0.70621026
63,437,9,0.7036561
63,21181,10,0.7020608
64,55887,1,0.7543311
64,55079,2,0.7520176
64,55148,3,0.7444143
64,57228,4,0.73605084
64,56147,5,0.73593587
64,55629,6,0.73593587
64,55169,7,0.73523986
64,54801,8,0.73523986
64,49470,9,0.7232767
64,23521,10,0.7223084
65,55591,1,0.681221
65,56201,2,0.67697406
65,56459,3,0.6768381
65,57430,4,0.6744288
65,11913,5,0.66896695
65,21559,6,0.6672086
65,20956,7,0.6672086
65,12197,8,0.66599363
65,27623,9,0.6653007
65,5326,10,0.66524637
66,5261,1,0.75101423
66,4581,2,0.75101423
66,29535,3,0.7130716
66,22396,4,0.7055319
66,4961,5,0.70257974
66,25627,6,0.70156586
66,30637,7,0.7011912
66,24170,8,0.70035803
66,30642,9,0.6996486
66,24442,10,0.69505775
67,13691,1,0.78231037
67,11285,2,0.7822385
67,10591,3,0.7807981
67,544,4,0.7806802
67,8559,5,0.7801288
67,11720,6,0.7801288
67,2029,7,0.7718712
67,15900,8,0.771639
67,20628,9,0.7714149
67,20904,10,0.7714149
68,8281,1,0.7358014
68,8393,2,0.7357765
68,2060,3,0.7352366
68,14801,4,0.69595563
68,17918,5,0.68039083
68,1304,6,0.6802128
68,17249,7,0.6769974
68,19788,8,0.66693926
68,4773,9,0.6660224
68,21910,10,0.6598302
69,55456,1,0.7738557
69,50087,2,0.7586926
69,56763,3,0.7581724
69,56517,4,0.7545718
69,45690,5,0.754123
69,342,6,0.7515055
69,9506,7,0.7513682
69,15804,8,0.7489231
69,20445,9,0.74176735
69,3756,10,0.74010515
70,6384,1,0.64021885
70,970,2,0.629837
70,25699,3,0.629092
70,16128,4,0.62762976
70,4599,5,0.6275711
70,4661,6,0.6275711
70,4530,7,0.62555885
70,16254,8,0.62237394
70,19888,9,0.62134004
70,19869,10,0.61872125
71,9189,1,0.6180273
71,24108,2,0.61774135
71,28094,3,0.61647034
71,13156,4,0.61638194
71,23480,5,0.6151759
71,30669,6,0.6141542
71,24136,7,0.61413085
71,31266,8,0.61329985
71,3727,9,0.6128647
71,31297,10,0.61272854
72,48,1,0.6401931
72,18073,2,0.6389432
72,646,3,0.637598
72,56273,4,0.6370452
72,15480,5,0.6321574
72,55714,6,0.63188344
72,4129,7,0.63168746
72,56912,8,0.6311994
72,54381,9,0.631184
72,56130,10,0.63038814
73,10557,1,0.7196753
73,11964,2,0.71836597
73,9713,3,0.71684915
73,9943,4,0.7155206
73,2452,5,0.71297854
73,6852,6,0.71230835
73,14436,7,0.71218693
73,10790,8,0.71071166
73,2921,9,0.710394
73,11285,10,0.7103453
74,54484,1,0.73296225
74,52704,2,0.7303406
74,52617,3,0.7263995
74,53581,4,0.7252474
74,41436,5,0.7203861
74,13879,6,0.7203644
74,13287,7,0.7203644
74,43197,8,0.7200977
74,57563,9,0.7197156
74,55530,10,0.71954757
75,9345,1,0.7798656
75,21279,2,0.77078617
75,2679,3,0.7697716
75,18684,4,0.76822823
75,19247,5,0.76184237
75,2097,6,0.75993854
75,27757,7,0.75578547
75,54972,8,0.753144
75,16649,9,0.7521504
75,4651,10,0.7515896
76,33677,1,0.7646944
76,52142,2,0.74783707
76,11254,3,0.7427661
76,53663,4,0.7419869
76,53312,5,0.7399356
76,15778,6,0.7384709
76,44657,7,0.7376814
76,34048,8,0.7364216
76,53248,9,0.7362645
76,50419,10,0.73243487
77,63086,1,0.7462857
77,60860,2,0.7423382
77,60867,3,0.7423382
77,60865,4,0.7423382
77,12398,5,0.74037457
77,64259,6,0.7381517
77,61673,7,0.72919875
77,66504,8,0.72499454
77,65373,9,0.71918595
77,61678,10,0.7175712
78,29858,1,0.6937059
78,4308,2,0.6876509
78,3283,3,0.6833868
78,22155,4,0.6828254
78,6142,5,0.68020844
78,20153,6,0.6800693
78,2434,7,0.6786232
78,5483,8,0.67747664
78,21471,9,0.6762293
78,14069,10,0.6757611
79,39290,1,0.7351747
79,1373,2,0.7349316
79,42423,3,0.7340795
79,36610,4,0.73122346
79,42422,5,0.72849333
79,52885,6,0.7280403
79,55528,7,0.72527814
79,40743,8,0.7250607
79,54570,9,0.7240949
79,39694,10,0.7240111
80,52502,1,0.741364
80,52774,2,0.7319226
80,11596,3,0.7313081
80,54003,4,0.72801054
80,31239,5,0.7271697
80,56526,6,0.72716475
80,28449,7,0.7265166
80,24690,8,0.7264873
80,53103,9,0.72646296
80,28986,10,0.7205838
81,17118,1,0.7214226
81,6920,2,0.72090966
81,19029,3,0.7203078
81,4151,4,0.7203078
81,1020,5,0.7179847
81,3743,6,0.71793264
81,56726,7,0.71713364
81,19823,8,0.71654785
81,41991,9,0.7149117
81,21439,10,0.71436423
82,54651,1,0.74603665
82,54128,2,0.74188036
82,20522,3,0.7389894
82,37985,4,0.7348151
82,55813,5,0.7317986
82,58135,6,0.73053634
82,2981,7,0.7304562
82,54835,8,0.73042154
82,55234,9,0.7295971
82,19195,10,0.7294519
83,25633,1,0.7231353
83,66790,2,0.7227575
83,64627,3,0.70578337
83,2029,4,0.70357144
83,13746,5,0.70284194
83,13358,6,0.70284194
83,60743,7,0.7024974
83,67261,8,0.70223004
83,63544,9,0.70199114
83,18848,10,0.70179033
84,58526,1,0.7179484
84,57470,2,0.715902
84,56321,3,0.7152428
84,56393,4,0.71454424
84,56148,5,0.71386665
84,52699,6,0.7130685
84,53097,7,0.70620334
84,18470,8,0.70515406
84,5105,9,0.70515406
84,20504,10,0.70267665
85,15564,1,0.7407608
85,52402,2,0.7402996
85,24214,3,0.7366476
85,53238,4,0.7365495
85,53366,5,0.7365495
85,53866,6,0.7365495
85,54968,7,0.7365495
85,54436,8,0.7365495
85,21081,9,0.7357311
85,55456,10,0.7316641
86,54414,1,0.6665711
86,45126,2,0.6637497
86,55874,3,0.6637225
86,57873,4,0.6620319
86,34120,5,0.6615272
86,56926,6,0.66151893
86,52742,7,0.6613955
86,55454,8,0.6606731
86,53974,9,0.6604668
86,57916,10,0.6598171
87,53103,1,0.66676176
87,5733,2,0.6664884
87,52615,3,0.6625179
87,16731,4,0.6542469
87,5231,5,0.6542469
87,1639,6,0.6530699
87,27616,7,0.6479471
87,27617,8,0.6479471
87,27618,9,0.6479471
87,55452,10,0.64255124
88,11513,1,0.7412673
88,22107,2,0.7388842
88,22750,3,0.7388842
88,22751,4,0.7388842
88,23284,5,0.7388842
88,25864,6,0.7388842
88,24872,7,0.7388842
88,25408,8,0.7388842
88,24997,9,0.7388842
88,27434,10,0.7388842
89,56201,1,0.6966442
89,56459,2,0.69649315
89,54484,3,0.691404
89,55975,4,0.6854102
89,10238,5,0.68040794
89,18998,6,0.68038905
89,25484,7,0.6789059
89,55735,8,0.6780599
89,14861,9,0.6780182
89,54738,10,0.67572534
90,57004,1,0.75800705
90,56491,2,0.7504598
90,27785,3,0.7500119
90,25628,4,0.743065
90,58532,5,0.7404267
90,2972,6,0.7377702
90,57961,7,0.73762965
90,30483,8,0.7371498
90,24472,9,0.73680186
90,14251,10,0.73638666
91,57531,1,0.78299713
91,52527,2,0.7695434
91,46784,3,0.76648164
91,47110,4,0.75866723
91,47848,5,0.75689936
91,46957,6,0.75577545
91,34794,7,0.7553786
91,24172,8,0.7524182
91,2770,9,0.7518263
91,16310,10,0.7501475
92,12001,1,0.7613802
92,16771,2,0.7521498
92,14377,3,0.75056154
92,9282,4,0.7456013
92,14506,5,0.744933
92,21809,6,0.74192905
92,1775,7,0.7408007
92,1091,8,0.7390497
92,65173,9,0.7357094
92,14229,10,0.7345946
93,58047,1,0.6999545
93,53354,2,0.69231355
93,54541,3,0.691514
93,57667,4,0.68840414
93,55797,5,0.68840414
93,58339,6,0.68840414
93,55367,7,0.68669283
93,56919,8,0.68626744
93,57927,9,0.68626744
93,54961,10,0.6835047
94,29556,1,0.7308177
94,29557,2,0.7308177
94,29558,3,0.7308177
94,12492,4,0.7306841
94,3480,5,0.72908163
94,53586,6,0.7256013
94,58534,7,0.7241693
94,6290,8,0.71851045
94,2899,9,0.7169963
94,3644,10,0.7169148
95,52704,1,0.7197343
95,52617,2,0.7159746
95,53581,3,0.7148756
95,55591,4,0.7128419
95,43548,5,0.71257085
95,41436,6,0.71023816
95,43197,7,0.7099631
95,55530,8,0.7094382
95,45644,9,0.709151
95,56927,10,0.7089541
96,54598,1,0.72104526
96,53842,2,0.7107474
96,54009,3,0.7094307
96,53476,4,0.7094307
96,56723,5,0.70818967
96,57625,6,0.70818967
96,58038,7,0.7076938
96,40995,8,0.70613486
96,55419,9,0.70598006
96,20358,10,0.70571685
97,7872,1,0.66028905
97,9508,2,0.6575421
97,56627,3,0.6565535
97,54276,4,0.65592563
97,11072,5,0.655218
97,30083,6,0.6550299
97,57656,7,0.65487313
97,63674,8,0.65478915
97,52535,9,0.65216863
97,53103,10,0.65051866
98,52406,1,0.7491925
98,56418,2,0.72333777
98,55600,3,0.72333777
98,9506,4,0.7208519
98,19281,5,0.7202888
98,56974,6,0.71723163
98,54414,7,0.7171731
98,8507,8,0.71619475
98,57298,9,0.7153585
98,54573,10,0.71378255
99,20072,1,0.6750466
99,24722,2,0.6657653
99,52737,3,0.6638127
99,25110,4,0.6588646
99,24960,5,0.6581272
99,24335,6,0.6564772
99,16322,7,0.6559447
99,29886,8,0.6549484
99,22167,9,0.6539218
99,22060,10,0.6537248
100,58485,1,0.7637749
100,58455,2,0.7589286
100,58472,3,0.75876766
100,58456,4,0.7581429
100,22272,5,0.7554467
100,58468,6,0.75519294
100,58469,7,0.7537277
100,58467,8,0.7520992
100,21034,9,0.7437299
100,58471,10,0.7421309
